0,004617,000.00,3304.05946,09641.73129,-47.9402985074627,1.67,67,7258.32835820896,0.000106666666666667
0,004618,000.00,3304.05946,09641.73129,-48.5085714285714,4.00,175,2912.56,0
0,004618,000.00,3304.05946,09641.73129,-49.3311258278146,4.14,151,2797.86754966887,2.66666666666667e-05
0,004619,000.00,3304.05946,09641.73129,-59.04,3.13,150,3748.45333333333,2.66666666666667e-05
0,004619,000.00,3304.05946,09641.73129,-56.4755244755245,3.43,143,3323.2027972028,2.66666666666667e-05
0,004620,000.00,3304.05946,09641.73129,-47.6504854368932,2.21,103,5092.1359223301,0
0,004620,000.00,3304.05946,09641.73129,-48.3368421052632,2.02,95,5072.92631578947,2.66666666666667e-05
0,004621,000.00,3304.05946,09641.73129,-46.8727272727273,1.27,55,3802.83636363636,2.66666666666667e-05
0,004624,000.00,3304.05946,09641.73129,-47.1485148514851,1.39,101,13583.7821782178,8e-05
0,004624,000.00,3304.05946,09641.73129,-47.1523178807947,3.41,151,3366.96688741722,2.66666666666667e-05
0,004625,000.00,3304.05946,09641.73129,-47.5430463576159,3.62,151,3211.43046357616,2.66666666666667e-05
0,004625,000.00,3304.05946,09641.73129,-53.9556962025316,3.50,158,3257.54430379747,0
0,004626,000.00,3304.05946,09641.73129,-48.2755905511811,4.52,127,3111.11811023622,2.66666666666667e-05
0,004626,000.00,3304.05946,09641.73129,-47.7323943661972,1.03,71,3664.92957746479,2.66666666666667e-05
0,004629,000.00,3304.05946,09641.73129,-47.5,0.0235,6,193241.666666667,0
0,004629,000.00,3304.05946,09641.73129,-48,1.76,55,2745.67272727273,2.66666666666667e-05
0,004630,000.00,3304.05946,09641.73129,-52.6783216783217,3.22,143,3638.71328671329,2.66666666666667e-05
0,004630,000.00,3304.05946,09641.73129,-53.8333333333333,2.68,126,4127.61904761905,0
0,004631,000.00,3304.05946,09641.73129,-64.981981981982,2.66,111,4451.08108108108,2.66666666666667e-05
0,004631,000.00,3304.05946,09641.73129,-58.4137931034483,1.76,87,4696.55172413793,0
0,004633,000.00,3304.05946,09641.73129,-80.5714285714286,0.282,7,181956.857142857,2.66666666666667e-05
0,004634,000.00,3304.05946,09641.73129,-79.7659574468085,1.06,47,22554.8936170213,2.66666666666667e-05
0,004635,000.00,3304.05946,09641.73129,-65.9333333333333,0.612,15,84278.8,2.66666666666667e-05
0,004635,000.00,3304.05946,09641.73129,-62.5,2.87,134,3675.4776119403,2.66666666666667e-05
0,004636,000.00,3304.05946,09641.73129,-51.9481481481481,3.43,135,3805.40740740741,2.66666666666667e-05
0,004636,000.00,3304.05946,09641.73129,-48.1259842519685,2.80,127,3964.06299212598,2.66666666666667e-05
0,004637,000.00,3304.05946,09641.73129,-47.6507936507937,1.39,63,4058.22222222222,0
0,004640,000.00,3304.05946,09641.73129,-47.8450704225352,1.79,71,15362.985915493,2.66666666666667e-05
0,004640,000.00,3304.05946,09641.73129,-49.1256544502618,4.59,191,2542.94240837696,2.66666666666667e-05
0,004641,000.00,3304.05946,09641.73129,-60.1865671641791,4.09,134,3035.91044776119,0
0,004641,000.00,3304.05946,09641.73129,-49.616,2.35,125,4744.032,0
0,004642,000.00,3304.05946,09641.73129,-50.2253521126761,3.06,142,3622.02816901408,2.66666666666667e-05
0,004642,000.00,3304.05946,09641.73129,-47,0.329,15,5256.4,2.66666666666667e-05
0,004643,000.00,3304.05946,09641.73129,-46.7872340425532,1.06,47,28356.9361702128,2.66666666666667e-05
0,004645,000.00,3304.05946,09641.73129,-47.7446808510638,1.11,47,21613.6170212766,2.66666666666667e-05
0,004645,000.00,3304.05946,09641.73129,-47.5925925925926,1.88,54,15060.6296296296,2.66666666666667e-05
0,004646,000.00,3304.05946,09641.73129,-47.6266666666667,3.08,150,3683.13333333333,2.66666666666667e-05
0,004646,000.00,3304.05946,09641.73129,-72.6363636363636,3.15,110,3915.4,2.66666666666667e-05
0,004647,000.00,3304.05946,09641.73129,-47.6853146853147,3.13,143,3858.6013986014,2.66666666666667e-05
0,004647,000.00,3304.05946,09641.73129,-47.4842105263158,1.98,95,4236.73684210526,0
0,004649,000.00,3304.05946,09641.73129,-48.1935483870968,0.659,31,52814.1290322581,2.66666666666667e-05
0,004649,000.00,3304.05946,09641.73129,-48.4782608695652,0.423,23,10972.6086956522,2.66666666666667e-05
0,004650,000.00,3304.05946,09641.73129,-46.875,0.282,8,42549.25,0
0,004651,000.00,3304.05946,09641.73129,-57.2658227848101,1.83,79,17957.0632911392,0
0,004651,000.00,3304.05946,09641.73129,-52.7909090909091,2.56,110,4471.72727272727,2.66666666666667e-05
0,004652,000.00,3304.05946,09641.73129,-56.496062992126,2.94,127,3969.10236220472,2.66666666666667e-05
0,004652,000.00,3304.05946,09641.73129,-76.6666666666667,2.73,111,4481.76576576577,0
0,004653,000.00,3304.05946,09641.73129,-47.6410256410256,1.67,78,3630.17948717949,2.66666666666667e-05
0,004654,000.00,3304.05946,09641.73129,-47.2857142857143,0.118,7,231797.714285714,2.66666666666667e-05
0,004656,000.00,3304.05946,09641.73129,-51.2857142857143,0.118,7,233199.714285714,2.66666666666667e-05
0,004656,000.00,3304.05946,09641.73129,-50.1641791044776,3.29,134,3412.02985074627,2.66666666666667e-05
0,004657,000.00,3304.05946,09641.73129,-49.0298507462687,3.67,134,3352.79104477612,2.66666666666667e-05
0,004657,000.00,3304.05946,09641.73129,-48.6148148148148,2.73,135,4151.61481481481,2.66666666666667e-05
0,004658,000.00,3304.05946,09641.73129,-50.6489361702128,2.16,94,5527.76595744681,2.66666666666667e-05
0,004658,000.00,3304.05946,09641.73129,-47.4666666666667,0.4,15,2701.06666666667,2.66666666666667e-05
