1.4565e+05,2.3461e+05,0,2.71,32.841,-96.774,32.841,-96.774,-50.74,-46.549,-46.517,-59.11,2.94,1.43,5.125,3.61,3410,4022.6,3278.4,3339,5.3333e-05,0.35705,0.00144,0.13397
1.4565e+05,2.3462e+05,0,2.55,32.841,-96.774,32.841,-96.774,-47.376,-50.075,-49.359,-62.767,2.375,2.01,4.165,3.3,3800.4,3815,3374.1,3127.8,5.3333e-05,0.00144,5.3333e-05,5.3333e-05
1.4566e+05,2.3462e+05,0,2.74,32.841,-96.774,32.841,-96.774,-50.557,-50.075,-49.359,-62.767,1.99,2.01,4.165,3.3,7425.6,3815,3374.1,3127.8,0.00010667,0.00144,5.3333e-05,5.3333e-05
1.4566e+05,2.3462e+05,0,1.4,32.841,-96.774,32.841,-96.774,-48.568,-50.615,-48.272,-63.263,3.315,1.128,4.385,2.66,3551,5094.2,4506.3,4910,2.6667e-05,0.0034133,5.3333e-05,2.6667e-05
1.4566e+05,2.3462e+05,0,0.93,32.841,-96.774,32.841,-96.774,-49.587,-53.091,-51.459,-46.25,4.28,1.0335,5.17,3.41,3356.1,4517.7,3732.9,3469.1,8e-05,0.0011467,5.3333e-05,5.3333e-05
1.4566e+05,2.3462e+05,0,2.14,32.841,-96.774,32.841,-96.774,-49.5,-55.087,-53.819,-55.904,2.815,0.8345,5.16,3.15,4104.1,4868.2,3730.7,3925.6,2.6667e-05,0.0008,5.3333e-05,5.3333e-05
1.4566e+05,2.3462e+05,0,3.1,32.841,-96.774,32.841,-96.774,-49.25,-59.404,-50.869,-82.403,3.015,1.33,5.15,3.34,4917.9,4898.9,3402.3,3537.7,0.00010667,0.00016,5.3333e-05,2.6667e-05
1.457e+05,2.3462e+05,0,2.43,32.841,-96.774,32.841,-96.774,-50.234,-65.161,-53.779,-69.303,2.94,0.835,4.445,3.1075,3372.4,5837.1,4422.3,3274.1,2.6667e-05,0.0030917,0.00010667,0.00010667
1.457e+05,2.3462e+05,0,2.43,32.841,-96.774,32.841,-96.774,-48.799,-65.161,-53.779,-69.303,4.0875,0.835,4.445,3.1075,3298.5,5837.1,4422.3,3274.1,0.00029333,0.0030917,0.00010667,0.00010667
1.457e+05,2.3462e+05,0,1.75,32.841,-96.774,32.841,-96.774,-48.225,-65.185,-55.641,-67.635,4.94,0.588,5.14,3.28,3508.9,6385.2,3700.2,3736.2,2.6667e-05,0.0013624,5.3333e-05,2.6667e-05
1.457e+05,2.3462e+05,0,0.75,32.841,-96.774,32.841,-96.774,-48.332,-62.511,-55.804,-54.022,4.94,0.517,5.115,2.89,3738.6,6182.2,3823.1,3929.5,0.00010667,0.0016533,5.3333e-05,2.6667e-05
1.457e+05,2.3462e+05,0,0,32.841,-96.774,32.841,-96.774,-48.622,-63.45,-56.415,-62.55,2.73,0.907,5.16,3.1625,4181.5,5306.2,3233.7,3610.4,2.6667e-05,0.00144,5.3333e-05,8e-05
1.457e+05,2.3462e+05,0,0,32.841,-96.774,32.841,-96.774,-48.642,-64.562,-56.222,-84.65,4.625,1.1415,4.48,2.3,3083.8,6962.2,3467.8,5026.2,0.00010667,0.0013479,0.00010667,0
1.4571e+05,2.3463e+05,0,2.4,32.841,-96.774,32.841,-96.774,-49.472,-65.434,-53.384,-58.794,3.68,0.4115,5.13,3.1825,4656.9,7406.6,3385.3,3284.6,0.00010667,0.0018739,5.3333e-05,5.3333e-05
1.4571e+05,2.3463e+05,0,4.26,32.841,-96.774,32.841,-96.774,-50.999,-65.242,-58.76,-54.62,4.905,1.225,5.17,3.235,3418.8,5489.1,3859,3775.6,0.00010667,0.0011467,5.3333e-05,5.3333e-05
1.4571e+05,2.3463e+05,0,5.24,32.841,-96.774,32.841,-96.774,-51.973,-61.151,-55.963,-53.858,3.905,0.6705,5.15,3.2,3698.9,6073.6,3671.1,3722.1,0.00010667,0.00088485,5.3333e-05,2.6667e-05
1.4571e+05,2.3463e+05,0,5.74,32.841,-96.774,32.841,-96.774,-54,-60.816,-61.465,-73.455,3.28,1.835,5.15,3.1625,5274,4639,3170.3,3564.3,8e-05,0.0011079,5.3333e-05,5.3333e-05
1.4571e+05,2.3463e+05,0,6.36,32.841,-96.774,32.841,-96.774,-57.659,-62.979,-64.154,-54.517,4.94,1.2915,5.14,2.905,3347.5,5869.5,3649.8,3724.7,8e-05,0.00061333,5.3333e-05,5.3333e-05
