2,214704,21.12,21.57,32.8400835,-96.764213,32.840073,-96.764334,0,-55.7511312217,0,0,2.61,0,0,4541.3031674208,0,0,0.002968,0
2,214705,21.73,21.66,32.8400878333,-96.7641476667,32.8400745,-96.764269,0,-56.2,0,0,2.45,0,0,4594.2454545455,0,0,0.0037816667,0
2,214706,22.09,21.63,32.840095,-96.7640823333,32.8400785,-96.7642036667,0,-56.1155015198,0,0,3.53,0,0,3046.990881459,0,0,0.003151,0
2,214707,21.93,22.5,32.8400963333,-96.7640163333,32.8400785,-96.7641358333,0,-55.8802228412,0,0,4.13,0,0,2807.2590529248,0,0,0.0032936667,0
2,214708,21.095,23.79,32.8401050833,-96.7639450833,32.8400776667,-96.7640641667,-61,-54.7304785894,-69.6454545455,0.306,4.56,0,0,2549.0881612091,3060.2,0.0054745,0.0058753333,0
3,214709,18.725,24,32.8401066667,-96.7638896667,32.840076,-96.7639926667,-59.1762114537,-56.0432692308,-68.497311828,1.2,2.58,3.87,4221.6740088106,4803.9326923077,2709.4677419355,0.002928,0.0052153333,0.0001626667
3,214710,23.415,21.44,32.8401059167,-96.7638155,32.8400705,-96.7639293333,-58.7672413793,0,-71.4015151515,2.74,2.47,3.4,4357.2844827586,0,3855.7424242424,0.002684,0,0.0001826667
2,214711,24.055,22.4,32.8401033333,-96.76374125,32.8400685,-96.7638616667,-58.081300813,-56.3027522936,-69.9035087719,2.65,3.18,1.98,7553.8536585366,4601.3302752294,8750.2631578947,0.005876,0.0089090303,0.000274
2,214712,24.6,25.32,32.84010225,-96.7636653333,32.8400686667,-96.7637856667,0,-56.0332225914,0,0.118,4.09,1.15,0,3334.1661129568,0,0,0.0080993333,0
2,214713,24.29,25.3,32.8401033333,-96.7635914167,32.8400688333,-96.7637098333,-58.4470588235,-56.1560655483,-74.5150093809,1.06,3.01,0.294,16271.8949579832,3139.656881019,15135.0975609756,0.006735,0.0098176692,9.1333333E-005
2,214714,24.63,25.42,32.8401026667,-96.7635159167,32.8400708333,-96.7636333333,-57.905027933,0,-75,1.23,2.85,0.623,4714.0446927374,0,27766.3888888889,0.005664,0,9.1333333E-005
1,214715,24.545,25.12,32.8401025833,-96.7634411667,32.8400715,-96.7635571667,-58.012,-56.4298245614,-69.9442379182,2.93,1.95,2.45,4010.144,4426.850877193,3747.2044609665,0.002196,0.0125826279,9.1333333E-005
3,214716,24.34,26.07,32.8401021667,-96.7633674167,32.8400748333,-96.7634776667,0,-55.9405405405,0,2.66,2.32,2.89,0,5409.5567567568,0,0,0.0233142155,0
2,214717,24.51,24.56,32.840101,-96.7632933333,32.8400783333,-96.7634026667,-58.8267326733,-56.2544642857,-69.3710691824,1.54,3.02,0,3959.6732673267,4499.7857142857,8065.572327044,0.005622,0.108535202,0.000274
2,214718,23.74,24.77,32.840102,-96.7632216667,32.8400783333,-96.7633271667,-57.0444444444,-55.1666666667,-72.5,1.86,2.6,0.04705,5963.7703703704,4096.9756097561,134613.876190476,0.0046367778,0.0710843131,4.5666666E-005
2,214719,23.405,24.92,32.84010375,-96.7631510833,32.8400776667,-96.7632518333,-56.9375,-55.0078125,-72.25,0.635,3.36,0.659,3715.875,3943.3984375,50855.2,0.0050084444,0.0903425051,8.1333333E-005
1,214720,22.71,24.61,32.8401088333,-96.7630821667,32.8400771667,-96.763178,0,-55.6462585034,0,2.42,1.72,1.96,0,3413.2857142857,0,0,0.0176526667,0
1,214721,22.77,22.88,32.84010975,-96.763013,32.840079,-96.7631086667,-57.6573426573,-55.7820512821,-69.9761904762,3.05,2.14,2.99,3516.3286713287,6463.7820512821,3857.253968254,0.0025593333,0.0219524747,9.1333333E-005
2,214722,24.275,22.98,32.8401105,-96.7629384167,32.8400698333,-96.7630396667,-59.1404958678,-55.796875,-70.7366412214,1.83,2.29,1.76,4142.7685950413,5228.625,4795.6106870229,0.0116170303,0.0173621212,0
2,214723,24.55,25.48,32.8401121667,-96.7628633333,32.8400703333,-96.762962,-56.6847826087,-54.9251968504,-71.4691358025,0.647,3.62,0,9893.5869565217,3947.1811023622,9103.6296296296,0.0129968485,0.0062184848,9.1333333E-005
2,214724,23.58,25.04,32.8401015,-96.7628011667,32.8400753333,-96.7628865,0,-54.3669724771,0,0,4.07,0,0,3074.1896024465,0,0,0.0092575758,0
2,214725,21.77,24.22,32.8401120833,-96.7627248333,32.8400763333,-96.7628126667,-56.4886363636,-54.3279132791,-66.2244668911,0.8625,2.53,1.25,2089.6454545455,2730.8292682927,14505.2514029181,0.0344975152,0.0096474242,0.000137
3,214726,19.35,21.27,32.84011175,-96.7626651667,32.8400755,-96.7627473333,0,-53.8592964824,0,2.78,1.96,3,0,5075.8994974874,0,0,0.0110884545,0
2,214728,11.775,13.85,32.8401134167,-96.762581,32.8400773333,-96.7626538333,-56.5128205128,-53.5923566879,-65.7042253521,0.682,1.98,0.929,6412.3974358974,4545.6178343949,17352.0563380282,0.0690506667,0.084659101,0.0001826667
2,214728,11.775,13.85,32.8401134167,-96.762581,32.8400773333,-96.7626538333,-56.5128205128,-53.5923566879,-65.7042253521,0.682,1.13,0.929,6412.3974358974,4545.6178343949,17352.0563380282,0.0690506667,0.084659101,0.0001826667
2,214729,12.21,12.84,32.84011325,-96.7625423333,32.8400778333,-96.7626136667,0,-54.401459854,0,0.0118,3.54,0,0,3146.5109489051,0,0,0.0589014545,0
1,214730,12.86,13.5,32.84011225,-96.76250175,32.840078,-96.762571,-55.847826087,-54.2954458477,-68.8,1.39,0.6,0.6705,14416.7437888199,3930.3267795637,3537.6074074074,0.1128983333,0.0387255354,9.1333333E-005
1,214731,14.375,14.38,32.84011175,-96.7624574167,32.840078,-96.7625256667,-56.5093457944,0,-69.8674698795,2.98,2.25,2.75,4426.7943925234,0,3208.4096385542,0.0792553333,0,9.1333333E-005
2,214733,15.785,13.56,32.84011075,-96.7623605,32.8400808333,-96.7624398333,-55.841025641,-54.1126760563,-69,0.858,2,1.6335,4735.8871794872,4733.7370892019,7997.4322580645,0.1010773333,0.0180959697,0.0001826667
2,214734,17.42,14.53,32.8401095,-96.7623069167,32.8400833333,-96.7623951667,-55.5,-54.0504731861,-69.2021276596,0.0118,3.83,0,158542,2701.6971608833,8188.5106382979,0.0977393333,0.0126336465,0.0001826667
3,214735,17.39,14.56,32.8400976667,-96.7622615,32.8400823333,-96.7623503333,-57.4025974026,-56.2386363636,-69.8153846154,0,0.659,0.715,6226.7792207792,3679.6363636364,28506.1538461538,0.100258,0.0280016364,9.1333333E-005
2,214736,18.2275,15.64,32.8401029167,-96.7621935,32.8400826667,-96.7623008333,-59.8282828283,-55.4356435644,-65.1764705882,1.58,3.13,2.96,10153.2929292929,3324.9174917492,2336.6764705882,0.1464126667,0.0071633333,0.0001826667
2,214737,19.655,16.64,32.84010325,-96.7621310833,32.840084,-96.7622486667,-57.2912087912,-55.4155251142,-71.8571428571,1.99,2.34,0.659,5515.8131868132,4537.9269406393,7282.462184874,0.0966333333,0.0152721818,0
2,214738,19.785,18.94,32.84010575,-96.7620715833,32.8400826667,-96.762189,-56.1407407407,-55.1728395062,-69.0416666667,1.26,2.87,0,7449.5259259259,6195.6543209877,2889.7708333333,0.145498,0.0034733939,0.000274
2,214739,20.69,20.4,32.8400921667,-96.7620198333,32.8400815,-96.762126,-58,-55.6911314985,-68.64,0,3.46,1.59,11285.3571428571,3082.9785932722,20142.8,0.1023086667,0.0103773333,0.0001826667
2,214740,20.1925,21.84,32.840105,-96.76194725,32.8400805,-96.7620591667,0,-55.6522988506,0,0.3409,3.94,0,0,2900.4310344828,0,0,0.00502,0
2,214741,20.685,22.62,32.8401039167,-96.7618829167,32.8400773333,-96.7619908333,-57.619047619,-56.0699708455,-72.125,1.31,3.87,0.57265,15911.619047619,2931.0670553936,24616.4545454545,0.1284226667,0.0030193333,0.0001826667
2,214742,21.31,20.74,32.84010175,-96.7618166667,32.8400768333,-96.7619278333,-58.5139206712,-56.4646840149,-70.6900094607,1.88,3.05,2.23,9715.1216628528,3733.6431226766,5745.7760075686,0.0951361667,0.002888697,4.5666666E-005
2,214743,21.745,19.56,32.84009975,-96.76174975,32.8400768333,-96.7618663333,0,-55.8028673835,0,1.83,3.22,0,0,3607.7562724014,0,0,0.0042906667,0
2,214744,21.07,18.91,32.840098,-96.7616861667,32.8400763333,-96.7618078333,-57.7096774194,-56.2056074766,-73.1304347826,0.247,3.55,1.13,17580.064516129,3139.6137071651,10576.6956521739,0.071916,0.0039203333,0.0001826667
2,214745,16.555,18.4,32.8400981667,-96.7616349167,32.840077,-96.7617503333,0,-56.1094674556,0,1.71,4.13,0,0,2978.899408284,0,0,0.0038233333,0
