214708.00,020.98,3250.40689,09645.83625,0.306
214709.00,015.44,3250.40707,09645.83361,1.20
214710.00,022.98,3250.40712,09645.82902,2.74
214711.00,024.16,3250.40688,09645.82445,2.65
214712.00,024.88,3250.40675,09645.81977,0.118
214713.00,024.37,3250.40680,09645.81524,1.06
214714.00,024.85,3250.40667,09645.81064,1.23
214715.00,024.42,3250.40658,09645.80614,2.93
214716.00,024.21,3250.40656,09645.80170,2.66
214717.00,024.36,3250.40653,09645.79726,1.54
214718.00,023.81,3250.40660,09645.79294,1.86
214719.00,023.26,3250.40667,09645.78870,0.635
214720.00,022.82,3250.40713,09645.78454,2.42
214721.00,023.62,3250.40710,09645.78019,3.05
214722.00,024.11,3250.40719,09645.77575,1.83
214723.00,024.44,3250.40736,09645.77124,0.647
214725.00,021.64,3250.40741,09645.76292,0.635
214725.00,021.64,3250.40741,09645.76292,1.09
214726.00,019.38,3250.40730,09645.75933,2.78
214727.00,015.25,3250.40740,09645.75650,2.82
214728.00,011.95,3250.40735,09645.75421,0.682
214729.00,012.17,3250.40734,09645.75188,0.0118
214730.00,012.52,3250.40722,09645.74946,1.39
214731.00,014.13,3250.40719,09645.74682,2.98
214732.00,015.50,3250.40711,09645.74396,2.58
214733.00,016.18,3250.40714,09645.74102,0.858
214734.00,017.45,3250.40713,09645.73779,0.0118
214736.00,017.38,3250.40684,09645.73099,1.82
214736.00,019.07,3250.40684,09645.73099,1.34
214737.00,020.30,3250.40688,09645.72721,1.99
214738.00,019.44,3250.40707,09645.72361,1.26
214740.00,018.90,3250.40721,09645.71629,0.0588
214740.00,020.49,3250.40721,09645.71629,0.623
214741.00,020.66,3250.40709,09645.71243,1.31
214742.00,021.45,3250.40697,09645.70844,1.88
214743.00,021.81,3250.40683,09645.70437,1.83
214744.00,020.43,3250.40664,09645.70053,0.247
214745.00,016.34,3250.40670,09645.69747,1.71
214747.00,005.24,3250.40655,09645.69413,0.6
214747.00,005.24,3250.40655,09645.69413,0.282
214748.00,002.83,3250.40640,09645.69339,1.87
214749.00,005.84,3250.40636,09645.69214,0.753
214751.00,012.15,3250.40623,09645.68680,0.0118
214752.00,019.26,3250.40615,09645.68323,0.623
214752.00,019.26,3250.40615,09645.68323,1.11
214753.00,022.17,3250.40601,09645.67911,1.46
214754.00,023.91,3250.40600,09645.67475,1.32
214757.00,023.20,3250.40614,09645.66204,0.647
214757.00,023.20,3250.40614,09645.66204,0.00
214757.00,023.20,3250.40614,09645.66204,1.22
214758.00,021.85,3250.40629,09645.65810,2.47
214759.00,018.28,3250.40656,09645.65483,2.34
214802.00,004.15,3250.40690,09645.65018,0.623
214802.00,004.15,3250.40690,09645.65018,0.00
214802.00,004.15,3250.40690,09645.65018,0.435
214803.00,001.13,3250.40695,09645.64989,2.59
214804.00,001.30,3250.40699,09645.64954,3.05
214806.00,001.38,3250.40696,09645.64893,0.823
214806.00,001.38,3250.40696,09645.64893,0.212
214807.00,002.05,3250.40700,09645.64849,1.51
214808.00,003.64,3250.40704,09645.64774,2.45
214809.00,007.33,3250.40769,09645.64666,3.03
214810.00,010.87,3250.40902,09645.64549,2.06
214812.00,013.80,3250.41248,09645.64443,1.25
214813.00,015.02,3250.41456,09645.64411,0.0118
214813.00,015.02,3250.41456,09645.64411,2.30
214815.00,016.47,3250.41928,09645.64340,2.74
214816.00,016.47,3250.42190,09645.64287,1.94
214817.00,018.13,3250.42487,09645.64236,0.694
214818.00,021.40,3250.42799,09645.64181,0.576
214818.00,021.40,3250.42799,09645.64181,0.00
214820.00,021.39,3250.43424,09645.64099,2.53
214821.00,021.46,3250.43735,09645.64067,2.43
214822.00,020.75,3250.44036,09645.64036,1.29
214823.00,020.75,3250.44322,09645.64012,0.835
214824.00,018.51,3250.44597,09645.63977,1.06
214825.00,019.67,3250.44899,09645.63956,1.31
214826.00,019.67,3250.45224,09645.63920,1.87
214827.00,021.49,3250.45555,09645.63889,1.46
214828.00,022.36,3250.45902,09645.63854,0.753
214829.00,021.90,3250.46235,09645.63834,1.34
214830.00,020.27,3250.46545,09645.63810,1.43
214831.00,020.03,3250.46849,09645.63782,2.78
214832.00,019.37,3250.47147,09645.63740,2.26
214833.00,018.63,3250.47422,09645.63640,0.0118
214835.00,018.61,3250.47827,09645.63160,0.623
214835.00,019.47,3250.47827,09645.63160,0.4
214836.00,018.80,3250.47912,09645.62844,2.39
214837.00,018.70,3250.47982,09645.62523,2.30
214838.00,018.37,3250.48062,09645.62202,1.08
214840.00,019.54,3250.48193,09645.61507,1.23
214840.00,019.54,3250.48193,09645.61507,0.00
214841.00,021.15,3250.48277,09645.61130,1.86
214842.00,021.18,3250.48361,09645.60753,2.39
214843.00,022.38,3250.48463,09645.60354,1.86
214843.00,022.38,3250.48463,09645.60354,0.612
214846.00,022.62,3250.48748,09645.59161,0.623
214846.00,022.62,3250.48748,09645.59161,0.494
214847.00,022.44,3250.48846,09645.58772,2.52
214848.00,020.79,3250.48927,09645.58403,2.67
214849.00,019.68,3250.49006,09645.58058,0.823
214850.00,018.73,3250.49072,09645.57729,0.647
214851.00,018.67,3250.49143,09645.57398,0.0118
214852.00,017.96,3250.49228,09645.57092,2.23
214853.00,017.61,3250.49293,09645.56784,2.87
214854.00,017.84,3250.49362,09645.56469,1.42
214855.00,017.02,3250.49437,09645.56171,0.564
214856.00,016.29,3250.49510,09645.55881,0.67
214857.00,017.05,3250.49588,09645.55581,1.48
214858.00,017.59,3250.49654,09645.55258,2.53
214859.00,018.41,3250.49726,09645.54915,1.88
214900.00,020.05,3250.49815,09645.54558,1.69
214902.00,021.25,3250.49981,09645.53832,0.153
214902.00,021.25,3250.49981,09645.53832,0.8
214903.00,020.51,3250.50082,09645.53480,2.61
214904.00,019.56,3250.50166,09645.53145,2.61
214905.00,019.50,3250.50263,09645.52814,0.706
214907.00,017.11,3250.50445,09645.52182,1.25
214907.00,017.11,3250.50445,09645.52182,0.165
214908.00,017.14,3250.50510,09645.51878,2.63
214909.00,017.58,3250.50552,09645.51550,2.53
214910.00,018.50,3250.50651,09645.51200,1.51
214911.00,019.91,3250.50750,09645.50834,0.717
214912.00,020.35,3250.50828,09645.50459,0.0588
214913.00,020.65,3250.50898,09645.50094,1.52
214914.00,021.29,3250.50979,09645.49699,2.56
214915.00,021.37,3250.51055,09645.49305,1.83
214916.00,021.63,3250.51128,09645.48910,0.0235
214917.00,021.73,3250.51210,09645.48517,0.612
214918.00,022.04,3250.51329,09645.48127,1.65
214919.00,021.88,3250.51431,09645.47743,2.61
214920.00,022.55,3250.51531,09645.47339,2.66
214922.00,021.11,3250.51737,09645.46573,0.165
214922.00,021.11,3250.51737,09645.46573,0.00
214923.00,020.71,3250.51822,09645.46208,1.38
214924.00,021.50,3250.51931,09645.45816,2.66
214925.00,020.95,3250.52028,09645.45440,2.70
214927.00,020.70,3250.52233,09645.44683,1
214927.00,020.70,3250.52233,09645.44683,0.00
214928.00,020.44,3250.52321,09645.44320,0.623
214929.00,020.76,3250.52416,09645.43955,2.19
214930.00,020.52,3250.52501,09645.43589,2.76
214931.00,020.35,3250.52581,09645.43233,1.82
214933.00,018.30,3250.52755,09645.42574,0.0235
214934.00,017.17,3250.52840,09645.42276,0.623
214934.00,017.17,3250.52840,09645.42276,0.659
214935.00,018.58,3250.52934,09645.41941,2.74
214936.00,018.39,3250.53006,09645.41606,2.63
214937.00,019.40,3250.53089,09645.41259,0.682
214938.00,018.89,3250.53184,09645.40917,0.0823
214939.00,018.91,3250.53275,09645.40580,1.33
214940.00,019.06,3250.53363,09645.40231,2.79
214941.00,018.70,3250.53459,09645.39893,2.83
214942.00,019.49,3250.53542,09645.39537,1.51
214943.00,020.33,3250.53631,09645.39169,1.82
214945.00,020.63,3250.53810,09645.38433,0.0118
214945.00,020.63,3250.53810,09645.38433,1.55
214947.00,020.50,3250.53967,09645.37706,2.56
214948.00,020.50,3250.54053,09645.37337,1.15
214950.00,021.53,3250.54228,09645.36586,0.623
214950.00,021.53,3250.54228,09645.36586,0.00
214950.00,021.53,3250.54228,09645.36586,1.31
214951.00,022.07,3250.54319,09645.36195,2.63
214953.00,022.56,3250.54449,09645.35376,2.49
214954.00,022.56,3250.54501,09645.34970,0.612
214955.00,022.54,3250.54551,09645.34564,0.612
214955.00,022.54,3250.54551,09645.34564,0.588
214957.00,022.15,3250.54698,09645.33793,3.39
214958.00,021.25,3250.54766,09645.33413,3.26
214959.00,021.21,3250.54883,09645.32998,0.847
215001.00,023.01,3250.55066,09645.32172,0.635
215001.00,023.01,3250.55066,09645.32172,0.00
215002.00,023.01,3250.55151,09645.31772,2.29
215003.00,022.55,3250.55255,09645.31368,2.88
215004.00,021.65,3250.55332,09645.30974,1.81
215005.00,020.83,3250.55437,09645.30599,0.647
215006.00,019.77,3250.55525,09645.30251,1.85
215007.00,016.53,3250.55582,09645.29947,1.49
215008.00,012.92,3250.55571,09645.29701,3.07
215009.00,012.21,3250.55490,09645.29502,2.54
215010.00,013.35,3250.55332,09645.29365,1.21
215011.00,016.05,3250.55119,09645.29278,1.95
215012.00,017.64,3250.54873,09645.29212,1.14
215013.00,019.06,3250.54604,09645.29141,1.54
215015.00,020.61,3250.53992,09645.29006,2.35
215015.00,021.68,3250.53992,09645.29006,0.459
215016.00,019.53,3250.53717,09645.28985,1.32
215017.00,020.33,3250.53425,09645.28998,1.33
215018.00,019.38,3250.53142,09645.29049,1.38
215019.00,018.33,3250.52885,09645.29134,2.63
215020.00,019.26,3250.52608,09645.29218,2.01
215021.00,018.51,3250.52343,09645.29301,1.63
215022.00,018.69,3250.52067,09645.29388,1.32
215023.00,018.75,3250.51803,09645.29508,1.28
215024.00,018.56,3250.51557,09645.29672,2.32
215025.00,018.69,3250.51341,09645.29882,2.47
215026.00,020.71,3250.51110,09645.30126,0.906
215028.00,022.19,3250.50637,09645.30668,0.0118
215028.00,022.19,3250.50637,09645.30668,0.0823
215029.00,022.07,3250.50416,09645.30948,2.68
215030.00,022.61,3250.50174,09645.31229,2.54
215031.00,021.94,3250.49926,09645.31479,1.20
215032.00,022.79,3250.49677,09645.31758,1.22
215033.00,022.25,3250.49451,09645.32044,1.28
215034.00,021.07,3250.49237,09645.32305,2.48
215035.00,019.07,3250.49062,09645.32568,2.53
215036.00,019.13,3250.48884,09645.32836,1.95
215037.00,018.62,3250.48724,09645.33104,1.12
215039.00,018.02,3250.48414,09645.33611,0.623
215039.00,018.02,3250.48414,09645.33611,0.694
215040.00,018.97,3250.48258,09645.33890,2.61
215041.00,019.33,3250.48096,09645.34181,3.05
215042.00,019.25,3250.47944,09645.34474,0.223
215044.00,018.05,3250.47702,09645.35075,1.23
215044.00,018.05,3250.47702,09645.35075,0.00
215045.00,017.40,3250.47609,09645.35363,2.07
215046.00,017.29,3250.47525,09645.35655,2.49
215046.00,017.29,3250.47525,09645.35655,1.07
215048.00,017.94,3250.47351,09645.36253,1.09
215050.00,017.54,3250.47188,09645.36858,0.753
215050.00,017.95,3250.47188,09645.36858,1.28
215051.00,018.24,3250.47104,09645.37168,2.32
215052.00,018.01,3250.47030,09645.37478,2.09
215053.00,018.37,3250.46958,09645.37795,1.01
215055.00,018.89,3250.46854,09645.38446,1.35
215055.00,018.89,3250.46854,09645.38446,0.482
215056.00,019.01,3250.46837,09645.38782,2.47
215057.00,019.95,3250.46828,09645.39135,2.41
215058.00,020.49,3250.46825,09645.39502,0.811
215100.00,020.49,3250.46836,09645.40252,0.612
215100.00,020.49,3250.46836,09645.40252,0.6
215101.00,020.74,3250.46828,09645.40621,2.45
215102.00,019.87,3250.46836,09645.40973,2.45
215105.00,018.60,3250.46818,09645.41983,1.06
215105.00,018.60,3250.46818,09645.41983,0.00
215106.00,017.83,3250.46807,09645.42309,0.623
215106.00,017.83,3250.46807,09645.42309,1.52
215107.00,017.29,3250.46791,09645.42625,2.52
215108.00,017.50,3250.46787,09645.42946,1.88
215110.00,015.82,3250.46813,09645.43522,0.623
215110.00,015.82,3250.46813,09645.43522,0.0706
215111.00,014.88,3250.46824,09645.43795,1.59
215112.00,015.31,3250.46847,09645.44083,2.56
215113.00,014.26,3250.46856,09645.44345,2.63
215115.00,012.61,3250.46847,09645.44835,0.118
215115.00,012.61,3250.46847,09645.44835,0.576
215116.00,012.05,3250.46860,09645.45057,0.235
215118.00,014.16,3250.46831,09645.45578,1.47
215118.00,014.16,3250.46831,09645.45578,1.79
215119.00,014.68,3250.46831,09645.45845,1.47
215120.00,015.91,3250.46840,09645.46144,1.26
215122.00,018.51,3250.46850,09645.46822,0.0118
215122.00,018.51,3250.46850,09645.46822,1.52
215123.00,020.20,3250.46861,09645.47198,2.33
215125.00,020.27,3250.46851,09645.47910,1.55
215126.00,017.78,3250.46856,09645.48159,0.0235
215126.00,012.76,3250.46856,09645.48159,1.22
215127.00,005.94,3250.46868,09645.48286,1.13
215129.00,002.20,3250.46905,09645.48441,2.30
215130.00,006.07,3250.47019,09645.48564,2.33
215131.00,010.50,3250.47197,09645.48665,1.28
215132.00,013.26,3250.47403,09645.48762,1.82
215133.00,015.05,3250.47651,09645.48859,0.0118
215134.00,017.57,3250.47893,09645.48973,2.00
215135.00,017.64,3250.48161,09645.49100,2.13
215136.00,020.89,3250.48451,09645.49258,0.906
215137.00,020.89,3250.48758,09645.49429,1.20
215138.00,020.56,3250.49033,09645.49584,1.26
215139.00,020.56,3250.49273,09645.49728,1.40
215140.00,018.09,3250.49525,09645.49849,2.27
215141.00,017.44,3250.49770,09645.49970,1.68
215142.00,014.07,3250.49957,09645.50062,0.623
215143.00,011.76,3250.50120,09645.50137,0.129
215144.00,006.65,3250.50219,09645.50165,2.35
215145.00,002.92,3250.50281,09645.50198,2.56
215146.00,005.35,3250.50360,09645.50251,2.52
215147.00,009.46,3250.50484,09645.50358,1.23
215148.00,012.28,3250.50598,09645.50540,0.635
215149.00,014.44,3250.50655,09645.50793,0.623
215150.00,016.88,3250.50638,09645.51105,2.25
215151.00,018.93,3250.50585,09645.51446,2.16
215152.00,019.81,3250.50505,09645.51798,1.40
215153.00,020.27,3250.50422,09645.52155,0.0118
215154.00,020.83,3250.50346,09645.52534,0.706
215155.00,021.17,3250.50275,09645.52915,0.647
215156.00,021.41,3250.50188,09645.53292,3.43
215157.00,021.19,3250.50107,09645.53662,2.21
215158.00,020.39,3250.50031,09645.54026,0.612
215159.00,018.71,3250.49972,09645.54362,0.612
215200.00,019.33,3250.49909,09645.54711,1.82
215201.00,018.49,3250.49856,09645.55040,2.66
215202.00,017.80,3250.49799,09645.55362,2.50
215204.00,019.03,3250.49678,09645.56064,0.0235
215205.00,019.62,3250.49609,09645.56419,0.623
215205.00,019.62,3250.49609,09645.56419,0.00
215206.00,019.64,3250.49527,09645.56780,2.54
215207.00,019.04,3250.49431,09645.57121,2.59
215208.00,020.13,3250.49349,09645.57485,1.22
215210.00,020.95,3250.49161,09645.58233,1.26
215210.00,020.95,3250.49161,09645.58233,0.00
215211.00,021.43,3250.49084,09645.58618,2.47
215212.00,022.50,3250.48992,09645.59012,2.79
215213.00,022.49,3250.48915,09645.59415,1.61
215214.00,022.49,3250.48836,09645.59811,1.87
215216.00,020.27,3250.48687,09645.60550,0.588
215216.00,020.27,3250.48687,09645.60550,0.517
215217.00,019.30,3250.48611,09645.60883,2.45
215218.00,018.29,3250.48534,09645.61209,2.36
215219.00,018.06,3250.48444,09645.61522,0.0235
215221.00,017.83,3250.48306,09645.62160,0.623
215221.00,017.83,3250.48306,09645.62160,0.282
215222.00,016.72,3250.48233,09645.62460,2.46
215223.00,016.09,3250.48129,09645.62734,2.30
215225.00,012.80,3250.47858,09645.63106,0.741
215225.00,012.80,3250.47858,09645.63106,0.00
215226.00,011.79,3250.47696,09645.63187,0.612
215227.00,011.46,3250.47528,09645.63234,1.66
215228.00,010.11,3250.47375,09645.63263,2.49
215229.00,009.84,3250.47228,09645.63285,2.07
215230.00,010.89,3250.47062,09645.63313,1.33
215232.00,013.95,3250.46671,09645.63370,0.517
215232.00,013.95,3250.46671,09645.63370,0.00
215233.00,015.57,3250.46434,09645.63418,2.21
215234.00,016.81,3250.46184,09645.63465,1.66
215235.00,017.39,3250.45924,09645.63518,0.706
215237.00,019.18,3250.45364,09645.63617,0.541
215237.00,019.18,3250.45364,09645.63617,0.564
215238.00,020.28,3250.45061,09645.63649,3.86
215239.00,021.55,3250.44737,09645.63683,2.18
215240.00,021.99,3250.44408,09645.63729,0.67
215242.00,020.91,3250.43773,09645.63821,1.16
215242.00,020.91,3250.43773,09645.63821,0.00
215243.00,021.31,3250.43452,09645.63869,2.25
215244.00,020.80,3250.43137,09645.63907,2.33
215245.00,020.97,3250.42816,09645.63937,1.43
215247.00,020.95,3250.42184,09645.63991,1.14
215247.00,020.95,3250.42184,09645.63991,0.329
215248.00,019.49,3250.41895,09645.64017,1.78
215249.00,017.18,3250.41642,09645.64040,2.43
215251.00,014.88,3250.41244,09645.64078,2.08
215253.00,004.30,3250.41091,09645.64153,1.23
215253.00,004.30,3250.41091,09645.64153,0.00
215253.00,004.30,3250.41091,09645.64153,0.647
215254.00,005.62,3250.41014,09645.64214,2.61
215255.00,009.04,3250.40930,09645.64340,2.46
215257.00,012.40,3250.40881,09645.64735,0.576
215257.00,012.40,3250.40881,09645.64735,0.282
215258.00,013.83,3250.40869,09645.64979,0.341
215259.00,015.83,3250.40855,09645.65262,2.60
215300.00,017.56,3250.40860,09645.65580,2.69
215301.00,018.92,3250.40869,09645.65918,1.46
215303.00,021.71,3250.40896,09645.66687,0.106
215303.00,021.71,3250.40896,09645.66687,0.553
215304.00,018.45,3250.40912,09645.67016,2.12
215305.00,013.79,3250.40928,09645.67264,2.38
215307.00,000.73,3250.40938,09645.67363,2.16
215308.00,000.73,3250.40947,09645.67381,1.36
215309.00,002.73,3250.40954,09645.67429,1.65
215310.00,002.73,3250.41008,09645.67540,0.823
215311.00,007.34,3250.41144,09645.67647,2.29
215311.00,011.17,3250.41144,09645.67647,2.45
215313.00,018.01,3250.41606,09645.67746,1.13
215314.00,018.01,3250.41907,09645.67788,1.01
215315.00,023.77,3250.42250,09645.67829,0.235
215316.00,023.77,3250.42645,09645.67881,2.16
215317.00,026.95,3250.43082,09645.67939,2.41
215318.00,031.23,3250.43544,09645.67983,1.42
215319.00,032.35,3250.44021,09645.67995,0.941
215320.00,033.84,3250.44516,09645.67990,0.882
215321.00,034.87,3250.45026,09645.67978,1.06
215322.00,035.57,3250.45553,09645.67965,2.30
215323.00,036.57,3250.46096,09645.67966,1.62
215324.00,037.21,3250.46646,09645.67965,0.612
215325.00,037.98,3250.47209,09645.67962,0.964
215325.00,037.98,3250.47209,09645.67962,0.87
215327.00,039.72,3250.48377,09645.67961,2.66
215328.00,039.77,3250.48969,09645.67963,2.55
215329.00,040.50,3250.49571,09645.67965,0.6
215330.00,040.10,3250.50166,09645.67964,1.63
215331.00,040.10,3250.50759,09645.67967,0.223
215332.00,040.18,3250.51359,09645.67966,2.34
215333.00,039.04,3250.51951,09645.67955,2.65
215334.00,038.70,3250.52525,09645.67965,1.52
215335.00,038.08,3250.53095,09645.67969,0.953
215336.00,036.96,3250.53643,09645.67975,1.74
215337.00,036.02,3250.54180,09645.67973,1.12
215338.00,035.14,3250.54702,09645.67976,2.76
215339.00,034.41,3250.55219,09645.67979,2.70
215340.00,033.34,3250.55717,09645.67975,1.91
215341.00,033.33,3250.56215,09645.67977,0.0118
215342.00,032.70,3250.56704,09645.67982,0.282
215343.00,032.73,3250.57195,09645.67992,1.53
215344.00,032.94,3250.57691,09645.67999,2.96
215345.00,033.38,3250.58193,09645.67999,1.98
215346.00,033.73,3250.58698,09645.67998,0.0118
215347.00,033.73,3250.59213,09645.67992,1.43
215411.00,000.00,3250.65423,09645.68085,2.76
215412.00,000.00,3250.65429,09645.68088,3.05
215413.00,000.00,3250.65435,09645.68088,1.55
215414.00,000.00,3250.65440,09645.68088,0.0118
215416.00,000.00,3250.65454,09645.68086,0.612
215416.00,000.00,3250.65454,09645.68086,1.14
215417.00,000.00,3250.65459,09645.68087,2.13
215418.00,001.62,3250.65486,09645.68092,2.47
215419.00,002.28,3250.65526,09645.68100,1.19
215421.00,003.56,3250.65624,09645.68126,0.682
215421.00,003.56,3250.65624,09645.68126,0.00
215421.00,003.56,3250.65624,09645.68126,2.26
215421.00,003.56,3250.65624,09645.68126,2.95
215424.00,014.55,3250.65996,09645.68502,1.31
215425.00,017.54,3250.66091,09645.68793,1.32
215427.00,021.26,3250.66138,09645.69507,1.22
215427.00,021.26,3250.66138,09645.69507,1.46
215428.00,020.92,3250.66137,09645.69878,3.05
215429.00,020.18,3250.66127,09645.70236,1.85
215430.00,021.04,3250.66121,09645.70610,1.03
215432.00,025.98,3250.66125,09645.71479,1.23
215432.00,025.98,3250.66125,09645.71479,0.906
215433.00,027.95,3250.66140,09645.71977,2.60
215434.00,027.79,3250.66154,09645.72472,2.48
215435.00,027.40,3250.66170,09645.72958,0.141
215436.00,026.77,3250.66192,09645.73438,1.80
215437.00,027.02,3250.66208,09645.73916,0.0118
215438.00,027.98,3250.66224,09645.74416,2.29
215439.00,028.81,3250.66235,09645.74929,2.49
215441.00,027.66,3250.66254,09645.75915,0.847
215441.00,027.66,3250.66254,09645.75915,0.00
215442.00,027.12,3250.66246,09645.76398,1.51
215443.00,027.63,3250.66230,09645.76887,2.59
215445.00,028.93,3250.66232,09645.77895,1.15
215445.00,028.93,3250.66232,09645.77895,0.764
215448.00,029.66,3250.66183,09645.79468,0.623
215448.00,029.66,3250.66183,09645.79468,0.00
215448.00,029.66,3250.66183,09645.79468,0.906
215449.00,032.43,3250.66128,09645.80044,2.39
215450.00,032.73,3250.66067,09645.80618,2.28
215451.00,033.51,3250.65987,09645.81206,0.717
215452.00,033.79,3250.65881,09645.81795,0.0235
215453.00,034.09,3250.65742,09645.82381,1.42
215454.00,034.77,3250.65594,09645.82977,2.09
215455.00,035.09,3250.65435,09645.83574,1.93
215457.00,034.48,3250.65094,09645.84747,0.659
215457.00,034.48,3250.65094,09645.84747,1.12
215459.00,033.50,3250.64774,09645.85878,1.15
215459.00,033.50,3250.64774,09645.85878,0.953
215500.00,032.80,3250.64646,09645.86445,1.78
215502.00,031.67,3250.64386,09645.87505,1.31
215503.00,030.38,3250.64309,09645.88013,0.306
215504.00,028.69,3250.64260,09645.88503,0.8
215505.00,027.75,3250.64207,09645.88998,1.29
215506.00,027.96,3250.64189,09645.89481,2.09
215507.00,024.96,3250.64183,09645.89927,2.33
215508.00,023.23,3250.64180,09645.90341,0.635
215510.00,014.24,3250.64193,09645.90956,0.776
215510.00,014.24,3250.64193,09645.90956,0.00
215511.00,007.72,3250.64201,09645.91096,1.69
215512.00,007.72,3250.64191,09645.91162,2.11
215513.00,002.61,3250.64188,09645.91213,0.729
215515.00,009.12,3250.64099,09645.91456,0.635
215515.00,009.12,3250.64099,09645.91456,0.00
215516.00,012.12,3250.63963,09645.91603,1.54
215517.00,015.99,3250.63735,09645.91701,1.88
215518.00,019.65,3250.63437,09645.91719,1.26
215520.00,024.36,3250.62748,09645.91613,0.623
215520.00,024.36,3250.62748,09645.91613,0.00
215521.00,027.68,3250.62340,09645.91538,1.49
215522.00,028.18,3250.61922,09645.91471,2.03
215522.00,028.18,3250.61922,09645.91471,1.87
215524.00,027.31,3250.61101,09645.91347,1.25
215526.00,027.97,3250.60252,09645.91239,0.623
215526.00,028.93,3250.60252,09645.91239,0.388
215527.00,029.65,3250.59808,09645.91198,2.95
215528.00,029.05,3250.59369,09645.91168,3.28
215529.00,029.25,3250.58927,09645.91151,1.31
215531.00,029.48,3250.58041,09645.91150,0.623
215531.00,029.48,3250.58041,09645.91150,0.00
215532.00,029.55,3250.57593,09645.91144,1.78
215533.00,030.31,3250.57132,09645.91134,2.38
215534.00,030.47,3250.56670,09645.91115,1.38
215535.00,030.66,3250.56208,09645.91074,0.717
215536.00,030.39,3250.55760,09645.90968,0.506
215537.00,030.01,3250.55343,09645.90774,1.55
215538.00,030.06,3250.54959,09645.90496,1.88
215539.00,029.64,3250.54634,09645.90147,1.83
215540.00,029.24,3250.54367,09645.89737,0.0118
215542.00,029.75,3250.54000,09645.88804,0.223
215542.00,029.75,3250.54000,09645.88804,0.0823
215543.00,029.57,3250.53926,09645.88294,1.75
215544.00,029.57,3250.53927,09645.87763,2.26
215545.00,029.81,3250.54003,09645.87249,2.05
215548.00,030.34,3250.54386,09645.85711,0.612
215548.00,030.34,3250.54386,09645.85711,0.00
215548.00,030.34,3250.54386,09645.85711,0.576
215549.00,030.46,3250.54520,09645.85195,2.13
215550.00,030.06,3250.54645,09645.84686,1.85
215551.00,030.36,3250.54765,09645.84166,1.13
