-56.6231884057971,4.94,468.154589371981
-56.5970873786408,4.92,455.873786407767
-56.7242990654206,4.94,460.579439252337
-56.9029126213592,4.94,460.73786407767
-56.5388349514563,4.94,454.941747572816
-56.6183574879227,4.92,464.280193236715
-56.607476635514,4.92,470.439252336449
-56.6601941747573,4.89,471.417475728155
-56.6844660194175,4.96,452.757281553398
-56.8834951456311,4.92,468.058252427184
-56.8046511627907,4.89,479.302325581396
-56.6553398058252,4.92,459.78640776699
-56.5922330097087,4.89,481.368932038835
-56.5512195121951,4.92,462.868292682927
-56.6,4.94,460.353488372093
-56.6570048309179,4.89,466.898550724638
-56.4805825242718,4.92,463.932038834952
-56.5339805825243,4.92,473.543689320388
-56.4320388349515,4.89,474.330097087379
-56.5797101449275,4.85,468.048309178744
-56.4223300970874,4.92,500.407766990291
-56.4859813084112,4.89,471
-56.4466019417476,4.92,465.543689320388
-56.5485436893204,4.92,476.582524271845
-56.4927536231884,4.92,455.381642512077
-56.4018691588785,4.94,461.85046728972
-56.495145631068,4.94,462.21359223301
-56.4611650485437,4.89,477.699029126214
-56.5194174757282,4.94,448.485436893204
-56.446511627907,4.94,457.562790697674
-56.3091787439614,4.89,475.12077294686
-56.3106796116505,4.92,452.669902912621
-56.2621359223301,4.92,460.669902912621
-56.5720930232558,4.94,458.046511627907
-56.3203883495146,4.92,473.145631067961
-56.3058252427184,4.89,476.116504854369
-56.3689320388349,4.92,462.339805825243
-56.4854368932039,4.92,475.029126213592
-56.353488372093,4.92,460.204651162791
-56.3640776699029,4.96,453.126213592233
-56.5145631067961,4.87,469.252427184466
-56.3504672897196,4.94,464.691588785047
-56.5458937198068,4.92,458.521739130435
-56.4854368932039,4.89,481.883495145631
-56.5388349514563,4.94,461.52427184466
-56.5797101449275,4.89,462.202898550725
-56.5327102803738,4.94,455.03738317757
-56.4202898550725,4.94,465.236714975845
-56.4514563106796,4.92,460.825242718447
-56.4077669902913,4.89,471.572815533981
-56.6635514018692,4.94,465.96261682243
-56.6067961165049,4.89,474.058252427184
-56.3768115942029,4.94,456.743961352657
-56.4579439252336,4.96,450.88785046729
-56.6165048543689,4.89,475.553398058252
-56.5679611650485,4.94,454.563106796117
-56.5533980582524,4.94,458.495145631068
-56.646511627907,4.92,467.786046511628
-56.6067961165049,4.92,454.805825242719
-56.5533980582524,4.92,469.242718446602
-56.4782608695652,4.87,481.458937198068
-56.5533980582524,4.89,477.572815533981
-56.5024154589372,4.89,479.739130434783
-56.6588785046729,4.94,461.327102803738
-56.4854368932039,4.94,451.825242718447
-56.7184466019417,4.92,469.78640776699
-56.5582524271845,4.89,476.844660194175
-56.4837209302326,4.92,476.418604651163
-56.4271844660194,4.94,450.553398058252
-56.3980582524272,4.94,456.165048543689
-56.6407766990291,4.92,470.873786407767
-56.6279069767442,4.92,467.739534883721
-56.5291262135922,4.89,469.660194174757
-56.626213592233,4.92,470.805825242719
-56.5467289719626,4.96,451.654205607477
-56.5555555555556,4.92,459.623188405797
-56.626213592233,4.92,471.660194174757
-56.536231884058,4.94,458.946859903382
-56.4509803921569,4.87,481.696078431372
-56.530612244898,4.90,516
-64.018691588785,4.92,467.392523364486
-64.0434782608696,4.92,466.695652173913
-64.0582524271845,4.94,454.864077669903
-64.0289855072464,4.92,477.188405797101
-64.0772946859903,4.92,449.178743961353
-64.0607476635514,4.92,465.140186915888
-64.0825242718447,4.96,453.922330097088
-64.126213592233,4.87,477.553398058252
-64.0579710144928,4.92,464.541062801932
-64.0654205607477,4.92,466.96261682243
-64.1067961165049,4.89,474.640776699029
-64.0097087378641,4.89,485.407766990291
-64.0291262135922,4.94,458.019417475728
-64.1449275362319,4.92,460.657004830918
-64.0560747663551,4.92,465.26168224299
-64.0539215686274,4.92,471.519607843137
-64.0485436893204,4.89,478.242718446602
-63.9581395348837,4.92,462.33488372093
-64.0289855072464,4.96,442.028985507246
-63.9126213592233,4.89,479.47572815534
-63.9417475728155,4.92,466.21359223301
-63.9855072463768,4.87,484.676328502415
-63.8551401869159,4.94,461.616822429907
-63.9271844660194,4.92,470.582524271845
-63.9077669902913,4.89,474.291262135922
-64,4.92,465.815533980583
-63.8599033816425,4.92,454.454106280193
-63.8598130841121,4.94,463.07476635514
-63.8640776699029,4.87,484.78640776699
-63.7961165048544,4.94,462.553398058252
-63.8155339805825,4.92,457.68932038835
-63.9813953488372,4.94,465.683720930233
-63.8834951456311,4.94,453.029126213592
-63.8599033816425,4.89,477.36231884058
-63.8689320388349,4.89,484.097087378641
-63.9611650485437,4.94,455.805825242719
-63.8976744186047,4.92,460.53023255814
-64.0242718446602,4.92,467.339805825243
-63.9174757281553,4.89,477.961165048544
-63.9174757281553,4.94,457.339805825243
-63.9023255813953,4.94,458.697674418604
-63.8592233009709,4.89,473.708737864078
-63.8349514563107,4.94,460
-63.8543689320388,4.92,465.805825242719
-63.953488372093,4.96,449.572093023256
-64,4.92,467.582524271845
-63.8932038834951,4.92,460.504854368932
-64.0607476635514,4.94,462.448598130841
-63.9323671497585,4.89,481.265700483092
-63.995145631068,4.89,471.553398058252
-63.9323671497585,4.92,470.24154589372
-63.9611650485437,4.92,472.097087378641
-64.0485436893204,4.89,476.145631067961
-63.9906542056075,4.94,455.467289719626
-64.0338164251208,4.87,493.652173913043
-64.0194174757282,4.94,456.504854368932
-63.9757281553398,4.94,449.912621359224
-63.9805825242718,4.89,480
-63.9205607476636,4.89,475
-63.9565217391304,4.94,463.806763285024
-63.995145631068,4.94,454.135922330097
-63.9672897196262,4.96,445.214953271028
-63.9902912621359,4.92,463.446601941748
-63.9854368932039,4.94,461.825242718447
-63.9468599033816,4.89,466.985507246377
-63.9953488372093,4.92,461.451162790698
-64.0097087378641,4.94,461.330097087379
-63.9320388349515,4.89,475.038834951456
-63.9708737864078,4.92,466.757281553398
-63.8937198067633,4.89,474.473429951691
-63.9466019417476,4.89,485.466019417476
-64.0093457943925,4.94,454.26168224299
-63.9805825242718,4.92,472.300970873786
-63.9708737864078,4.89,479.902912621359
-63.9951690821256,4.92,466.714975845411
-63.9660194174757,4.89,474.252427184466
-63.9719626168224,4.89,474.130841121495
-63.9854368932039,4.92,471.495145631068
-63.9805825242718,4.92,466.058252427184
-63.9512195121951,4.92,505.560975609756
-58.878640776699,4.92,469.456310679612
-58.8738317757009,4.94,458.308411214953
-58.8300970873786,4.89,476.52427184466
-58.8888888888889,4.89,475.36231884058
-58.6990291262136,4.92,456
-58.8697674418605,4.96,441.646511627907
-58.7669902912621,4.89,461.805825242719
-58.8883495145631,4.92,470.339805825243
-58.7342995169082,4.92,464.695652173913
-58.811320754717,4.94,454.066037735849
-58.6747572815534,4.96,451.339805825243
-58.646511627907,4.92,464.409302325581
-58.6407766990291,4.92,464.728155339806
-58.6699029126214,4.92,463.271844660194
-58.7056074766355,4.94,463.308411214953
-58.6280193236715,4.94,456.869565217391
-58.6699029126214,4.92,467.553398058252
-58.8543689320388,4.94,448.883495145631
-58.6401869158879,4.92,467.607476635514
-58.6456310679612,4.94,454.922330097088
-58.6763285024155,4.92,472.840579710145
-58.6811594202899,4.94,453.555555555556
-58.6811594202899,4.87,479.536231884058
-58.8177570093458,4.92,469.85046728972
-58.7536231884058,4.92,461.855072463768
-58.7572815533981,4.92,466.087378640776
-58.7087378640777,4.92,474.718446601942
-58.7803738317757,4.92,469.570093457944
-58.6699029126214,4.89,462.21359223301
-58.6763285024155,4.87,494.975845410628
-58.7718446601942,4.92,465.407766990291
-58.5873786407767,4.92,461.873786407767
-58.7196261682243,4.96,449.523364485981
-58.6601941747573,4.92,471.135922330097
-58.6811594202899,4.94,450.763285024155
-58.6601941747573,4.92,463.029126213592
-58.7441860465116,4.92,472.809302325581
-58.6067961165049,4.89,465.165048543689
-58.6504854368932,4.94,451.611650485437
-58.7826086956522,4.92,470.995169082126
-58.5841121495327,4.92,468.654205607477
-58.5194174757282,4.87,491.466019417476
-58.6747572815534,4.94,454.902912621359
-58.7669902912621,4.92,463.417475728155
-58.6859903381643,4.89,469.19806763285
-58.6067961165049,4.89,483.834951456311
-58.6214953271028,4.89,475.028037383177
-58.5970873786408,4.94,463.368932038835
-58.6504854368932,4.92,463.533980582524
-58.5652173913044,4.94,450.405797101449
-58.5794392523364,4.89,477.654205607477
-58.5145631067961,4.94,460.252427184466
-58.6618357487923,4.94,453.159420289855
-58.6601941747573,4.92,476.252427184466
-58.5700483091787,4.89,467.497584541063
-58.6915887850467,4.94,465.728971962617
-58.495145631068,4.94,452.601941747573
-58.4466019417476,4.92,464.621359223301
-58.5953488372093,4.94,453.776744186046
-58.6699029126214,4.92,475.941747572816
-58.6407766990291,4.94,452.330097087379
-58.6728971962617,4.96,449.495327102804
-58.6763285024155,4.89,468.531400966183
-58.5582524271845,4.94,463.747572815534
-58.6728971962617,4.94,453.747663551402
-58.5776699029126,4.94,458.980582524272
-58.5339805825243,4.89,477.73786407767
-58.5652173913044,4.89,471.739130434783
-58.5388349514563,4.92,473.961165048544
-58.6139534883721,4.94,460.074418604651
-58.6359223300971,4.87,480.621359223301
-58.71875,0.894,531.4375
-58.6650485436893,4.85,534.135922330097
-59.0145631067961,4.92,463.009708737864
-58.7087378640777,4.92,467.407766990291
-58.7632850241546,4.92,472.87922705314
